Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
583,Brock Nelson\nelsobr01,26,NYI,LW,81,855,1023,45.5,-2.7,603,747,44.7,-2.8,9.5,92.6,102.0,47.2,52.8,14:40,12:09,34,29,-11.4,238,55.9
584,Casey Nelson\nelsoca01,25,BUF,D,35,501,548,47.8,0.0,378,430,46.8,-1.6,6.4,90.1,96.5,49.4,50.6,18:47,17:20,8,22,-4.9,99,46.5
585,Patrik Nemeth\nemetpa01,25,COL,D,67,969,1184,45.0,-2.9,727,857,45.9,-0.9,11.3,93.5,104.8,35.7,64.3,19:48,16:24,14,25,-3.1,143,51.0
586,Aaron Ness\nessaa01,27,WSH,D,8,76,101,42.9,-4.4,62,82,43.1,-1.1,12.8,93.1,105.9,40.0,60.0,12:44,11:53,1,2,-0.9,3,66.7
587,Nino Niederreiter\niedeni01,25,MIN,RW,62,776,700,52.6,6.6,581,542,51.7,4.2,10.0,92.9,102.8,51.0,49.0,15:01,12:41,23,21,4.4,219,60.7
588,Frans Nielsen\nielsfr01,33,DET,C,78,835,910,47.9,-1.2,634,677,48.4,-1.4,7.9,92.7,100.6,44.0,56.0,15:51,12:48,29,24,-5.4,234,56.4
589,Matthew Nieto\nietoma01,25,COL,LW,73,799,987,44.7,-3.3,560,718,43.8,-3.6,9.3,92.9,102.2,31.8,68.2,14:54,12:30,21,12,-10.2,144,58.3
590,Boo Nieves\nievecr01,24,NYR,C,28,224,276,44.8,-2.2,168,197,46.0,-1.2,11.5,94.7,106.1,43.9,56.1,10:12,9:42,15,9,-2.9,35,65.7
591,Sami Niku\nikusa01,21,WPG,D,1,15,18,45.5,4.2,13,13,50.0,6.0,25.0,76.9,101.9,50.0,50.0,15:13,15:13,1,0,-0.6,3,66.7
592,Matt Niskanen\niskama01,31,WSH,D,67,1180,1250,48.6,0.8,875,947,48.0,0.7,11.8,92.6,104.4,44.2,55.8,22:38,19:22,18,73,-4.5,273,43.2
593,Stefan Noesen\noesest01,24,NJD,RW,71,827,815,50.4,2.0,648,612,51.4,2.6,8.8,93.1,102.0,37.5,62.5,13:17,12:44,33,14,7.9,190,65.8
594,Jordan Nolan\nolanjo01,28,BUF,LW,67,459,609,43.0,-5.8,342,448,43.3,-5.4,4.5,93.4,98.0,45.1,54.9,9:51,9:40,10,14,-7.9,91,52.7
595,Joakim Nordstrom\nordsjo02,25,CAR,LW,74,620,585,51.5,-3.9,441,445,49.8,-4.4,6.0,90.7,96.7,50.6,49.4,10:35,8:48,27,20,-3.4,185,51.9
596,Tomas Nosek\nosekto01,25,VEG,LW,67,624,614,50.4,0.1,465,446,51.0,1.0,7.7,93.6,101.2,50.8,49.2,11:05,9:19,36,14,-0.4,154,59.7
597,Ryan Nugent-Hopkins\nugenry01,24,EDM,C,61,890,866,50.7,-1.0,664,641,50.9,-1.5,9.8,91.1,100.9,53.9,46.1,18:03,14:18,45,44,3.1,246,60.6
598,Darnell Nurse\nurseda01,22,EDM,D,81,1581,1526,50.9,0.0,1220,1103,52.5,1.8,8.5,92.3,100.8,48.6,51.4,22:11,19:20,26,71,1.3,359,52.4
599,Markus Nutivaara\nutivma01,23,CBJ,D,61,954,838,53.2,3.0,739,628,54.1,2.8,7.7,94.1,101.9,52.6,47.4,16:01,15:19,9,19,7.4,156,50.6
600,Alexander Nylander\nylanal01,19,BUF,RW,1,10,11,47.6,-12.1,9,10,47.4,-11.1,0.0,100.0,100.0,66.7,33.3,12:22,11:47,0,0,0.0,1,0.0
601,William Nylander\nylanwi01,21,TOR,C,81,1266,1186,51.6,2.1,904,931,49.3,0.5,11.6,92.4,104.0,49.9,50.1,16:43,14:35,67,52,4.3,373,49.1
602,Gustav Nyquist\nyquigu01,28,DET,RW,81,1151,1102,51.1,3.3,879,850,50.8,2.1,7.3,91.9,99.2,55.8,44.2,17:53,15:24,43,44,6.0,339,61.7
603,Jim O'Brien\obrieji01,29,OTT,C,10,67,80,45.6,-1.9,49,56,46.7,-0.5,7.3,88.2,95.6,53.7,46.3,8:45,8:18,2,2,0.4,15,73.3
604,Liam O'Brien\obrieli01,23,WSH,C,3,10,17,37.0,-13.4,9,13,40.9,-10.2,0.0,100.0,100.0,69.2,30.8,6:55,6:55,1,0,-0.8,1,100.0
605,Rob O'Gara\ogararo01,24,TOT,D,29,344,455,43.1,-3.5,267,348,43.4,-2.2,8.4,91.3,99.8,48.6,51.4,15:26,13:60,4,6,-6.5,58,36.2
606,Will O'Neill\oneilwi01,29,PHI,D,1,5,11,31.3,-10.1,5,9,35.7,-10.0,0.0,100.0,100.0,50.0,50.0,9:25,9:25,0,0,-0.4,3,100.0
607,Daniel O'Regan\oregada01,24,TOT,C,21,144,196,42.4,-10.7,113,146,43.6,-10.3,9.3,90.0,99.3,47.7,52.3,9:58,9:03,8,6,1.4,26,65.4
608,Cal O'Reilly\oreilca01,31,MIN,C,1,4,11,26.7,-24.0,2,7,22.2,-33.0,0.0,100.0,100.0,75.0,25.0,8:16,7:56,1,0,0.0,1,100.0
609,Ryan O'Reilly\oreilry01,26,BUF,C,79,1178,1147,50.7,4.2,913,891,50.6,4.2,7.8,89.5,97.3,42.4,57.6,20:46,15:37,63,38,-3.0,352,63.6
610,Johnny Oduya\oduyajo01,36,TOT,D,52,725,779,48.2,-0.2,546,540,50.3,2.4,7.8,92.1,99.8,46.2,53.8,17:05,14:58,16,34,-4.0,109,54.1
611,Jordan Oesterle\oestejo01,25,CHI,D,53,1047,944,52.6,-0.8,740,699,51.4,-0.1,7.6,90.1,97.7,56.6,43.4,20:41,18:51,14,45,2.5,226,42.5
612,Kyle Okposo\okposky01,29,BUF,RW,74,856,963,47.1,-0.7,628,755,45.4,-2.9,7.8,88.7,96.5,54.0,46.0,17:02,13:31,24,28,-8.9,272,57.7
613,Jamie Oleksiak\oleksja01,25,TOT,D,67,926,904,50.6,-3.1,712,673,51.4,-2.2,8.7,91.4,100.0,48.9,51.1,16:40,14:32,19,37,7.7,167,47.9
